上海中侨职业技术大学,心理学探新,-99,南核,
上海中侨职业技术大学,首都体育学院学报,-99,南核,
上海中侨职业技术大学,体育文化导刊,-99,南核,
上海中侨职业技术大学,天津体育学院学报,-99,南核,
上海中侨职业技术大学,长江学术,-99,南核,
上海中侨职业技术大学,心理研究,-99,南核,
上海中侨职业技术大学,红楼梦学刊,-99,南核,
上海中侨职业技术大学,鲁迅研究月刊,-99,南核,
上海中侨职业技术大学,上海文化,-99,南核,
上海中侨职业技术大学,文艺论坛,-99,南核,
上海中侨职业技术大学,文艺评论,-99,南核,
上海中侨职业技术大学,北方民族大学学报(哲学社会科学版),-99,南核,
上海中侨职业技术大学,东疆学刊,-99,南核,
上海中侨职业技术大学,黑龙江民族丛刊,-99,南核,
上海中侨职业技术大学,湖北民族大学学报(哲学社会科学版),-99,南核,
上海中侨职业技术大学,回族研究,-99,南核,
上海中侨职业技术大学,青海民族大学学报(社会科学版),-99,南核,
上海中侨职业技术大学,青海民族研究,-99,南核,
上海中侨职业技术大学,俄罗斯文艺,-99,南核,
上海中侨职业技术大学,西北民族大学学报(哲学社会科学版),-99,南核,
上海中侨职业技术大学,原生态民族文化学刊,-99,南核,
上海中侨职业技术大学,西藏研究,-99,南核,
上海中侨职业技术大学,当代外语研究,-99,南核,
上海中侨职业技术大学,古汉语研究,-99,南核,
上海中侨职业技术大学,西藏民族大学学报(哲学社会科学版),-99,南核,
上海中侨职业技术大学,华文教学与研究,-99,南核,
上海中侨职业技术大学,解放军外国语学院学报,-99,南核,
上海中侨职业技术大学,日语学习与研究,-99,南核,
上海中侨职业技术大学,外语学刊,-99,南核,
上海中侨职业技术大学,外语研究,-99,南核,
上海中侨职业技术大学,西安外国语大学学报,1,南核,
上海中侨职业技术大学,语言与翻译,-99,南核,
上海中侨职业技术大学,语言战略研究,-99,南核,
上海中侨职业技术大学,编辑学刊,-99,南核,
上海中侨职业技术大学,中国俄语教学,-99,南核,
上海中侨职业技术大学,出版广角,-99,南核,
上海中侨职业技术大学,传媒,-99,南核,
上海中侨职业技术大学,传媒观察,-99,南核,
上海中侨职业技术大学,全球传媒学刊,-99,南核,
上海中侨职业技术大学,未来传播,-99,南核,
上海中侨职业技术大学,新闻爱好者,1,南核,
上海中侨职业技术大学,华夏考古,-99,南核,
上海中侨职业技术大学,新闻春秋,-99,南核,
上海中侨职业技术大学,新闻与传播评论,-99,南核,
上海中侨职业技术大学,南方文物,-99,南核,
上海中侨职业技术大学,敦煌学辑刊,-99,南核,
上海中侨职业技术大学,中国国家博物馆馆刊,-99,南核,
上海中侨职业技术大学,海交史研究,-99,南核,
上海中侨职业技术大学,国际汉学,-99,南核,
上海中侨职业技术大学,历史教学,-99,南核,
上海中侨职业技术大学,军事历史研究,-99,南核,
上海中侨职业技术大学,日本侵华南京大屠杀研究,-99,南核,
上海中侨职业技术大学,外国问题研究,-99,南核,
上海中侨职业技术大学,历史教学问题,-99,南核,
上海中侨职业技术大学,中国典籍与文化,-99,南核,
上海中侨职业技术大学,调研世界,-99,南核,
上海中侨职业技术大学,中国科技史杂志,-99,南核,
上海中侨职业技术大学,城市与环境研究,-99,南核,
上海中侨职业技术大学,环境保护,-99,南核,
上海中侨职业技术大学,重庆社会科学,-99,南核,
上海中侨职业技术大学,中国环境管理,-99,南核,
上海中侨职业技术大学,中国农业资源与区划,-99,南核,
上海中侨职业技术大学,广西社会科学,-99,南核,
上海中侨职业技术大学,湖北社会科学,-99,南核,
上海中侨职业技术大学,河南社会科学,-99,南核,
上海中侨职业技术大学,湖南社会科学,-99,南核,
上海中侨职业技术大学,兰州学刊,-99,南核,
上海中侨职业技术大学,理论月刊,-99,南核,
上海中侨职业技术大学,天府新论,-99,南核,
上海中侨职业技术大学,社会科学家,-99,南核,
上海中侨职业技术大学,学术交流,-99,南核,
上海中侨职业技术大学,学术探索,-99,南核,
上海中侨职业技术大学,中国社会科学评价,-99,南核,
上海中侨职业技术大学,中国社会科学院研究生院学报,-99,南核,
上海中侨职业技术大学,中国图书评论,-99,南核,
上海中侨职业技术大学,地域研究与开发,-99,南核,
上海中侨职业技术大学,规划师,-99,南核,
上海中侨职业技术大学,国际城市规划,-99,南核,
上海中侨职业技术大学,中国文化研究,-99,南核,
上海中侨职业技术大学,世界地理研究,-99,南核,
上海中侨职业技术大学,财务研究,-99,南核,
上海中侨职业技术大学,当代经济管理,-99,南核,
上海中侨职业技术大学,公共管理评论,-99,南核,
上海中侨职业技术大学,地方治理研究,-99,南核,
上海中侨职业技术大学,管理案例研究与评论,-99,南核,
上海中侨职业技术大学,华东经济管理,-99,南核,
上海中侨职业技术大学,宏观经济管理,-99,南核,
上海中侨职业技术大学,科技管理研究,-99,南核,
上海中侨职业技术大学,科学与社会,-99,南核,
上海中侨职业技术大学,社会保障研究,-99,南核,
上海中侨职业技术大学,系统管理学报,-99,南核,
上海中侨职业技术大学,行政管理改革,-99,南核,
上海中侨职业技术大学,运筹与管理,-99,南核,
上海中侨职业技术大学,智库理论与实践,-99,南核,
上海中侨职业技术大学,中国科学基金,-99,南核,
上海中侨职业技术大学,中国人力资源开发,-99,南核,
上海中侨职业技术大学,图书馆,-99,南核,
上海中侨职业技术大学,数字图书馆论坛,-99,南核,
上海中侨职业技术大学,图书馆理论与实践,-99,南核,
上海中侨职业技术大学,图书馆工作与研究,-99,南核,
上海中侨职业技术大学,新世纪图书馆,-99,南核,
上海中侨职业技术大学,当代电视,-99,南核,
上海中侨职业技术大学,美术观察,-99,南核,
上海中侨职业技术大学,建筑遗产,-99,南核,
上海中侨职业技术大学,人民音乐,-99,南核,
上海中侨职业技术大学,民族艺术研究,-99,南核,
上海中侨职业技术大学,世界电影,-99,南核,
上海中侨职业技术大学,星海音乐学院学报,-99,南核,
上海中侨职业技术大学,书法研究,-99,南核,
上海中侨职业技术大学,艺术百家,-99,南核,
上海中侨职业技术大学,艺术探索,-99,南核,
上海中侨职业技术大学,艺术传播研究,-99,南核,
上海中侨职业技术大学,中国电视,-99,南核,
上海中侨职业技术大学,音乐艺术(上海音乐学院学报),-99,南核,
上海中侨职业技术大学,北京航空航天大学学报(社会科学版),-99,南核,
上海中侨职业技术大学,中国广播电视学刊,-99,南核,
上海中侨职业技术大学,北京交通大学学报(社会科学版),-99,南核,
上海中侨职业技术大学,北京理工大学学报(社会科学版),-99,南核,
上海中侨职业技术大学,湖南农业大学学报(社会科学版),-99,南核,
上海中侨职业技术大学,南京工业大学学报(社会科学版),-99,南核,
上海中侨职业技术大学,华东理工大学学报(社会科学版),-99,南核,
上海中侨职业技术大学,中国人民公安大学学报(社会科学版),-99,南核,
上海中侨职业技术大学,安徽师范大学学报(人文社会科学版),-99,南核,
上海中侨职业技术大学,广州大学学报(社会科学版),-99,南核,
上海中侨职业技术大学,哈尔滨工业大学学报(社会科学版),-99,南核,
上海中侨职业技术大学,贵州师范大学学报(社会科学版),-99,南核,
上海中侨职业技术大学,河北大学学报(哲学社会科学版),-99,南核,
上海中侨职业技术大学,华侨大学学报(哲学社会科学版),-99,南核,
上海中侨职业技术大学,江苏大学学报(社会科学版),1,南核,
上海中侨职业技术大学,齐鲁学刊,-99,南核,
上海中侨职业技术大学,烟台大学学报(哲学社会科学版),-99,南核,
上海中侨职业技术大学,云南大学学报(社会科学版),-99,南核,
上海中侨职业技术大学,中国矿业大学学报(社会科学版),-99,南核,
上海视觉艺术学院,佛学研究,-99,南核,
上海视觉艺术学院,科学与无神论,-99,南核,
上海视觉艺术学院,中国宗教,1,南核,
上海视觉艺术学院,五台山研究,-99,南核,
上海视觉艺术学院,中国穆斯林,-99,南核,
上海视觉艺术学院,孔学堂,-99,南核,
上海视觉艺术学院,系统科学学报,-99,南核,
上海视觉艺术学院,世界社会主义研究,-99,南核,
上海视觉艺术学院,苏区研究,-99,南核,
上海视觉艺术学院,社会主义核心价值观研究,-99,南核,
上海视觉艺术学院,产业经济评论,-99,南核,
上海视觉艺术学院,财政科学,-99,南核,
上海视觉艺术学院,当代经济研究,-99,南核,
上海视觉艺术学院,产经评论,-99,南核,
上海视觉艺术学院,学校党建与思想教育,-99,南核,
上海视觉艺术学院,地方财政研究,-99,南核,
上海视觉艺术学院,国际商务研究,-99,南核,
上海视觉艺术学院,哈尔滨商业大学学报(社会科学版),-99,南核,
上海视觉艺术学院,国际税收,-99,南核,
上海视觉艺术学院,河北经贸大学学报,-99,南核,
上海视觉艺术学院,技术经济,-99,南核,
上海视觉艺术学院,金融监管研究,-99,南核,
上海视觉艺术学院,经济与管理,-99,南核,
上海视觉艺术学院,经济与管理评论,-99,南核,
上海视觉艺术学院,南方金融,-99,南核,
上海视觉艺术学院,南京财经大学学报,-99,南核,
上海视觉艺术学院,农林经济管理学报,-99,南核,
上海视觉艺术学院,南京审计大学学报,-99,南核,
上海视觉艺术学院,农业经济与管理,-99,南核,
上海视觉艺术学院,世界农业,-99,南核,
上海视觉艺术学院,上海金融,-99,南核,
上海视觉艺术学院,首都经济贸易大学学报,-99,南核,
上海视觉艺术学院,税务与经济,-99,南核,
上海视觉艺术学院,投资研究,-99,南核,
上海视觉艺术学院,西部论坛,-99,南核,
上海视觉艺术学院,西安财经大学学报,-99,南核,
上海视觉艺术学院,消费经济,-99,南核,
上海视觉艺术学院,云南财经大学学报,-99,南核,
上海视觉艺术学院,中国流通经济,-99,南核,
上海视觉艺术学院,残疾人研究,-99,南核,
上海视觉艺术学院,当代青年研究,-99,南核,
上海视觉艺术学院,南方人口,-99,南核,
上海视觉艺术学院,社会建设,-99,南核,
上海视觉艺术学院,青年探索,-99,南核,
上海视觉艺术学院,社会政策研究,-99,南核,
上海视觉艺术学院,中国青年社会科学,-99,南核,
上海视觉艺术学院,西北人口,-99,南核,
上海视觉艺术学院,阿拉伯世界研究,-99,南核,
上海视觉艺术学院,当代美国评论,-99,南核,
上海视觉艺术学院,俄罗斯东欧中亚研究,-99,南核,
上海视觉艺术学院,俄罗斯研究,-99,南核,
上海视觉艺术学院,港澳研究,-99,南核,
上海视觉艺术学院,国际关系研究,-99,南核,
上海视觉艺术学院,湖湘论坛,-99,南核,
上海视觉艺术学院,南亚研究季刊,-99,南核,
上海视觉艺术学院,台湾研究集刊,-99,南核,
上海视觉艺术学院,亚太安全与海洋研究,-99,南核,
上海视觉艺术学院,新视野,-99,南核,
上海视觉艺术学院,印度洋经济体研究,-99,南核,
上海视觉艺术学院,政治思想史,-99,南核,
上海视觉艺术学院,北方法学,-99,南核,
上海视觉艺术学院,财经法学,-99,南核,
上海视觉艺术学院,地方立法研究,-99,南核,
上海视觉艺术学院,法律适用,-99,南核,
上海视觉艺术学院,法学杂志,-99,南核,
上海视觉艺术学院,法治研究,-99,南核,
上海视觉艺术学院,甘肃政法大学学报,-99,南核,
上海视觉艺术学院,河北法学,-99,南核,
上海视觉艺术学院,国际法研究,-99,南核,
上海视觉艺术学院,河南财经政法大学学报,-99,南核,
上海视觉艺术学院,交大法学,-99,南核,
上海视觉艺术学院,科技与法律,-99,南核,
上海视觉艺术学院,南大法学,-99,南核,
上海视觉艺术学院,苏州大学学报(法学版),-99,南核,
上海视觉艺术学院,知识产权,-99,南核,
上海视觉艺术学院,中国应用法学,-99,南核,
上海视觉艺术学院,中国海商法研究,-99,南核,
上海视觉艺术学院,中国政法大学学报,-99,南核,
上海视觉艺术学院,重庆高教研究,-99,南核,
上海视觉艺术学院,比较教育学报,-99,南核,
上海视觉艺术学院,高教发展与评估,-99,南核,
上海视觉艺术学院,教育经济评论,-99,南核,
上海视觉艺术学院,基础教育,-99,南核,
上海视觉艺术学院,教育科学研究,-99,南核,
上海视觉艺术学院,高教探索,2,南核,
上海视觉艺术学院,教育学术月刊,-99,南核,
上海视觉艺术学院,数学教育学报,-99,南核,
上海视觉艺术学院,苏州大学学报(教育科学版),-99,南核,
上海视觉艺术学院,天津师范大学学报(基础教育版),-99,南核,
上海视觉艺术学院,中国人民大学教育学刊,-99,南核,
上海视觉艺术学院,现代教育管理,-99,南核,
上海视觉艺术学院,中国考试,-99,南核,
上海视觉艺术学院,中国大学教学,1,南核,
上海视觉艺术学院,中国教育科学,-99,南核,
上海视觉艺术学院,中国特殊教育,-99,南核,
上海视觉艺术学院,中小学管理,-99,南核,
上海视觉艺术学院,心理学探新,-99,南核,
上海视觉艺术学院,体育文化导刊,-99,南核,
上海视觉艺术学院,天津体育学院学报,-99,南核,
上海视觉艺术学院,首都体育学院学报,-99,南核,
上海视觉艺术学院,心理研究,-99,南核,
上海视觉艺术学院,长江学术,-99,南核,
上海视觉艺术学院,红楼梦学刊,-99,南核,
上海视觉艺术学院,鲁迅研究月刊,-99,南核,
上海视觉艺术学院,上海文化,1,南核,
上海视觉艺术学院,东疆学刊,-99,南核,
上海视觉艺术学院,文艺评论,-99,南核,
上海视觉艺术学院,文艺论坛,-99,南核,
上海视觉艺术学院,黑龙江民族丛刊,-99,南核,
上海视觉艺术学院,北方民族大学学报(哲学社会科学版),-99,南核,
上海视觉艺术学院,湖北民族大学学报(哲学社会科学版),1,南核,
上海视觉艺术学院,回族研究,-99,南核,
上海视觉艺术学院,青海民族大学学报(社会科学版),-99,南核,
上海视觉艺术学院,西北民族大学学报(哲学社会科学版),-99,南核,
上海视觉艺术学院,青海民族研究,-99,南核,
上海视觉艺术学院,西藏民族大学学报(哲学社会科学版),-99,南核,
上海视觉艺术学院,西藏研究,-99,南核,
上海视觉艺术学院,俄罗斯文艺,-99,南核,
上海视觉艺术学院,原生态民族文化学刊,-99,南核,
上海视觉艺术学院,当代外语研究,-99,南核,
上海视觉艺术学院,古汉语研究,-99,南核,
上海视觉艺术学院,日语学习与研究,-99,南核,
上海视觉艺术学院,华文教学与研究,-99,南核,
上海视觉艺术学院,解放军外国语学院学报,-99,南核,
上海视觉艺术学院,外语研究,-99,南核,
上海视觉艺术学院,西安外国语大学学报,-99,南核,
上海视觉艺术学院,外语学刊,-99,南核,
上海视觉艺术学院,语言与翻译,-99,南核,
上海视觉艺术学院,语言战略研究,-99,南核,
上海视觉艺术学院,编辑学刊,5,南核,
上海视觉艺术学院,出版广角,2,南核,
上海视觉艺术学院,中国俄语教学,-99,南核,
上海视觉艺术学院,传媒观察,-99,南核,
上海视觉艺术学院,全球传媒学刊,-99,南核,
上海视觉艺术学院,传媒,8,南核,
上海视觉艺术学院,未来传播,-99,南核,
上海视觉艺术学院,新闻春秋,-99,南核,
上海视觉艺术学院,新闻与传播评论,-99,南核,
上海视觉艺术学院,新闻爱好者,1,南核,
上海视觉艺术学院,南方文物,-99,南核,
上海视觉艺术学院,中国国家博物馆馆刊,1,南核,
上海视觉艺术学院,华夏考古,-99,南核,
上海视觉艺术学院,敦煌学辑刊,-99,南核,
上海视觉艺术学院,海交史研究,-99,南核,
上海视觉艺术学院,国际汉学,-99,南核,
上海视觉艺术学院,历史教学,-99,南核,
上海视觉艺术学院,历史教学问题,-99,南核,
上海视觉艺术学院,军事历史研究,-99,南核,
上海视觉艺术学院,日本侵华南京大屠杀研究,-99,南核,
上海视觉艺术学院,外国问题研究,-99,南核,
上海视觉艺术学院,中国典籍与文化,-99,南核,
上海视觉艺术学院,中国科技史杂志,-99,南核,
上海视觉艺术学院,调研世界,-99,南核,
上海视觉艺术学院,环境保护,-99,南核,
上海视觉艺术学院,中国环境管理,-99,南核,
上海视觉艺术学院,重庆社会科学,-99,南核,
上海视觉艺术学院,中国农业资源与区划,1,南核,
上海视觉艺术学院,广西社会科学,-99,南核,
上海视觉艺术学院,城市与环境研究,-99,南核,
上海视觉艺术学院,河南社会科学,-99,南核,
上海视觉艺术学院,湖南社会科学,-99,南核,
上海视觉艺术学院,兰州学刊,-99,南核,
上海视觉艺术学院,湖北社会科学,-99,南核,
上海视觉艺术学院,理论月刊,1,南核,
上海视觉艺术学院,社会科学家,5,南核,
上海视觉艺术学院,天府新论,-99,南核,
上海视觉艺术学院,学术交流,-99,南核,
上海视觉艺术学院,中国社会科学评价,-99,南核,
上海视觉艺术学院,学术探索,-99,南核,
上海视觉艺术学院,中国社会科学院研究生院学报,-99,南核,
上海视觉艺术学院,中国图书评论,-99,南核,
上海视觉艺术学院,中国文化研究,-99,南核,
上海视觉艺术学院,地域研究与开发,-99,南核,
上海视觉艺术学院,规划师,-99,南核,
上海视觉艺术学院,国际城市规划,-99,南核,
上海视觉艺术学院,世界地理研究,-99,南核,
上海视觉艺术学院,财务研究,-99,南核,
上海视觉艺术学院,地方治理研究,-99,南核,
上海视觉艺术学院,当代经济管理,-99,南核,
上海视觉艺术学院,公共管理评论,-99,南核,
上海视觉艺术学院,宏观经济管理,-99,南核,
上海视觉艺术学院,管理案例研究与评论,-99,南核,
上海视觉艺术学院,华东经济管理,-99,南核,
上海视觉艺术学院,科学与社会,-99,南核,
上海视觉艺术学院,科技管理研究,4,南核,
上海视觉艺术学院,社会保障研究,-99,南核,
上海视觉艺术学院,系统管理学报,-99,南核,
上海视觉艺术学院,行政管理改革,-99,南核,
上海视觉艺术学院,智库理论与实践,-99,南核,
上海视觉艺术学院,运筹与管理,-99,南核,
上海视觉艺术学院,中国科学基金,-99,南核,
上海视觉艺术学院,中国人力资源开发,-99,南核,
上海视觉艺术学院,图书馆工作与研究,-99,南核,
上海视觉艺术学院,图书馆,-99,南核,
上海视觉艺术学院,图书馆理论与实践,3,南核,
上海视觉艺术学院,建筑遗产,-99,南核,
上海视觉艺术学院,新世纪图书馆,-99,南核,
上海视觉艺术学院,当代电视,6,南核,
上海视觉艺术学院,民族艺术研究,-99,南核,
上海视觉艺术学院,人民音乐,-99,南核,
上海视觉艺术学院,世界电影,-99,南核,
上海视觉艺术学院,书法研究,-99,南核,
上海视觉艺术学院,美术观察,9,南核,
上海视觉艺术学院,星海音乐学院学报,-99,南核,
上海视觉艺术学院,艺术百家,5,南核,
上海视觉艺术学院,数字图书馆论坛,-99,南核,
上海视觉艺术学院,艺术传播研究,-99,南核,
上海视觉艺术学院,音乐艺术(上海音乐学院学报),-99,南核,
上海视觉艺术学院,中国电视,-99,南核,
上海视觉艺术学院,艺术探索,3,南核,
上海视觉艺术学院,中国广播电视学刊,1,南核,
上海视觉艺术学院,北京航空航天大学学报(社会科学版),-99,南核,
上海视觉艺术学院,北京理工大学学报(社会科学版),-99,南核,
上海视觉艺术学院,北京交通大学学报(社会科学版),-99,南核,
上海视觉艺术学院,华东理工大学学报(社会科学版),-99,南核,
上海视觉艺术学院,中国人民公安大学学报(社会科学版),-99,南核,
上海视觉艺术学院,湖南农业大学学报(社会科学版),-99,南核,
上海视觉艺术学院,安徽师范大学学报(人文社会科学版),-99,南核,
上海视觉艺术学院,广州大学学报(社会科学版),-99,南核,
上海视觉艺术学院,哈尔滨工业大学学报(社会科学版),-99,南核,
上海视觉艺术学院,贵州师范大学学报(社会科学版),-99,南核,
上海视觉艺术学院,南京工业大学学报(社会科学版),-99,南核,
上海视觉艺术学院,河北大学学报(哲学社会科学版),-99,南核,
上海视觉艺术学院,华侨大学学报(哲学社会科学版),-99,南核,
上海视觉艺术学院,齐鲁学刊,-99,南核,
上海视觉艺术学院,江苏大学学报(社会科学版),-99,南核,
上海视觉艺术学院,云南大学学报(社会科学版),-99,南核,
上海视觉艺术学院,烟台大学学报(哲学社会科学版),-99,南核,
上海视觉艺术学院,中国矿业大学学报(社会科学版),-99,南核,
上海外国语大学贤达经济人文学院,佛学研究,-99,南核,
上海外国语大学贤达经济人文学院,科学与无神论,-99,南核,
上海外国语大学贤达经济人文学院,五台山研究,-99,南核,
上海外国语大学贤达经济人文学院,中国穆斯林,-99,南核,
上海外国语大学贤达经济人文学院,系统科学学报,-99,南核,
上海外国语大学贤达经济人文学院,中国宗教,-99,南核,
上海外国语大学贤达经济人文学院,世界社会主义研究,-99,南核,
上海外国语大学贤达经济人文学院,孔学堂,-99,南核,
上海外国语大学贤达经济人文学院,社会主义核心价值观研究,-99,南核,
上海外国语大学贤达经济人文学院,学校党建与思想教育,-99,南核,
上海外国语大学贤达经济人文学院,苏区研究,-99,南核,
上海外国语大学贤达经济人文学院,财政科学,-99,南核,
上海外国语大学贤达经济人文学院,产经评论,-99,南核,
上海外国语大学贤达经济人文学院,产业经济评论,-99,南核,
上海外国语大学贤达经济人文学院,地方财政研究,-99,南核,
上海外国语大学贤达经济人文学院,国际商务研究,-99,南核,
上海外国语大学贤达经济人文学院,国际税收,-99,南核,
上海外国语大学贤达经济人文学院,当代经济研究,-99,南核,
上海外国语大学贤达经济人文学院,哈尔滨商业大学学报(社会科学版),1,南核,
上海外国语大学贤达经济人文学院,技术经济,-99,南核,
上海外国语大学贤达经济人文学院,河北经贸大学学报,-99,南核,
上海外国语大学贤达经济人文学院,经济与管理,-99,南核,
上海外国语大学贤达经济人文学院,金融监管研究,-99,南核,
上海外国语大学贤达经济人文学院,南方金融,-99,南核,
上海外国语大学贤达经济人文学院,南京财经大学学报,-99,南核,
上海外国语大学贤达经济人文学院,经济与管理评论,-99,南核,
上海外国语大学贤达经济人文学院,农林经济管理学报,-99,南核,
上海外国语大学贤达经济人文学院,上海金融,1,南核,
上海外国语大学贤达经济人文学院,南京审计大学学报,-99,南核,
上海外国语大学贤达经济人文学院,农业经济与管理,-99,南核,
上海外国语大学贤达经济人文学院,首都经济贸易大学学报,-99,南核,
上海外国语大学贤达经济人文学院,世界农业,-99,南核,
上海外国语大学贤达经济人文学院,税务与经济,-99,南核,
上海外国语大学贤达经济人文学院,投资研究,1,南核,
上海外国语大学贤达经济人文学院,西安财经大学学报,-99,南核,
上海外国语大学贤达经济人文学院,西部论坛,-99,南核,
上海外国语大学贤达经济人文学院,云南财经大学学报,-99,南核,
上海外国语大学贤达经济人文学院,南方人口,-99,南核,
上海外国语大学贤达经济人文学院,消费经济,-99,南核,
上海外国语大学贤达经济人文学院,残疾人研究,-99,南核,
上海外国语大学贤达经济人文学院,当代青年研究,1,南核,
上海外国语大学贤达经济人文学院,中国流通经济,1,南核,
上海外国语大学贤达经济人文学院,青年探索,-99,南核,
上海外国语大学贤达经济人文学院,社会建设,-99,南核,
上海外国语大学贤达经济人文学院,社会政策研究,-99,南核,
上海外国语大学贤达经济人文学院,中国青年社会科学,-99,南核,
上海外国语大学贤达经济人文学院,西北人口,-99,南核,
上海外国语大学贤达经济人文学院,俄罗斯东欧中亚研究,-99,南核,
上海外国语大学贤达经济人文学院,阿拉伯世界研究,1,南核,
上海外国语大学贤达经济人文学院,俄罗斯研究,-99,南核,
上海外国语大学贤达经济人文学院,当代美国评论,-99,南核,
上海外国语大学贤达经济人文学院,国际关系研究,-99,南核,
上海外国语大学贤达经济人文学院,港澳研究,1,南核,
上海外国语大学贤达经济人文学院,湖湘论坛,-99,南核,
上海外国语大学贤达经济人文学院,南亚研究季刊,-99,南核,
上海外国语大学贤达经济人文学院,台湾研究集刊,-99,南核,
上海外国语大学贤达经济人文学院,亚太安全与海洋研究,-99,南核,
上海外国语大学贤达经济人文学院,新视野,-99,南核,
上海外国语大学贤达经济人文学院,印度洋经济体研究,-99,南核,
上海外国语大学贤达经济人文学院,北方法学,-99,南核,
上海外国语大学贤达经济人文学院,政治思想史,-99,南核,
上海外国语大学贤达经济人文学院,财经法学,-99,南核,
上海外国语大学贤达经济人文学院,地方立法研究,-99,南核,
上海外国语大学贤达经济人文学院,法学杂志,-99,南核,
上海外国语大学贤达经济人文学院,法治研究,-99,南核,
上海外国语大学贤达经济人文学院,法律适用,-99,南核,
上海外国语大学贤达经济人文学院,甘肃政法大学学报,-99,南核,
上海外国语大学贤达经济人文学院,国际法研究,-99,南核,
上海外国语大学贤达经济人文学院,河北法学,-99,南核,
上海外国语大学贤达经济人文学院,交大法学,-99,南核,
上海外国语大学贤达经济人文学院,科技与法律,-99,南核,
上海外国语大学贤达经济人文学院,南大法学,-99,南核,
上海外国语大学贤达经济人文学院,苏州大学学报(法学版),-99,南核,
上海外国语大学贤达经济人文学院,河南财经政法大学学报,-99,南核,
上海外国语大学贤达经济人文学院,知识产权,-99,南核,
上海外国语大学贤达经济人文学院,中国海商法研究,-99,南核,
上海外国语大学贤达经济人文学院,中国应用法学,-99,南核,
上海外国语大学贤达经济人文学院,中国政法大学学报,-99,南核,
上海外国语大学贤达经济人文学院,重庆高教研究,-99,南核,
上海外国语大学贤达经济人文学院,比较教育学报,-99,南核,
上海外国语大学贤达经济人文学院,高教发展与评估,1,南核,
上海外国语大学贤达经济人文学院,高教探索,1,南核,
上海外国语大学贤达经济人文学院,基础教育,-99,南核,
上海外国语大学贤达经济人文学院,教育经济评论,-99,南核,
上海外国语大学贤达经济人文学院,教育科学研究,-99,南核,
上海外国语大学贤达经济人文学院,苏州大学学报(教育科学版),-99,南核,
上海外国语大学贤达经济人文学院,教育学术月刊,-99,南核,
上海外国语大学贤达经济人文学院,数学教育学报,-99,南核,
上海外国语大学贤达经济人文学院,天津师范大学学报(基础教育版),-99,南核,
上海外国语大学贤达经济人文学院,中国大学教学,-99,南核,
上海外国语大学贤达经济人文学院,现代教育管理,-99,南核,
上海外国语大学贤达经济人文学院,中国教育科学,-99,南核,
上海外国语大学贤达经济人文学院,中国考试,-99,南核,
上海外国语大学贤达经济人文学院,中国特殊教育,-99,南核,
上海外国语大学贤达经济人文学院,中小学管理,-99,南核,
上海外国语大学贤达经济人文学院,中国人民大学教育学刊,-99,南核,
上海外国语大学贤达经济人文学院,首都体育学院学报,-99,南核,
上海外国语大学贤达经济人文学院,心理学探新,-99,南核,
上海外国语大学贤达经济人文学院,心理研究,-99,南核,
上海外国语大学贤达经济人文学院,体育文化导刊,-99,南核,
上海外国语大学贤达经济人文学院,天津体育学院学报,-99,南核,
上海外国语大学贤达经济人文学院,红楼梦学刊,-99,南核,
上海外国语大学贤达经济人文学院,鲁迅研究月刊,-99,南核,
上海外国语大学贤达经济人文学院,长江学术,-99,南核,
上海外国语大学贤达经济人文学院,文艺论坛,-99,南核,
上海外国语大学贤达经济人文学院,上海文化,-99,南核,
上海外国语大学贤达经济人文学院,文艺评论,-99,南核,
上海外国语大学贤达经济人文学院,北方民族大学学报(哲学社会科学版),-99,南核,
上海外国语大学贤达经济人文学院,东疆学刊,-99,南核,
上海外国语大学贤达经济人文学院,黑龙江民族丛刊,-99,南核,
上海外国语大学贤达经济人文学院,回族研究,-99,南核,
上海外国语大学贤达经济人文学院,湖北民族大学学报(哲学社会科学版),1,南核,
上海外国语大学贤达经济人文学院,青海民族研究,-99,南核,
上海外国语大学贤达经济人文学院,青海民族大学学报(社会科学版),-99,南核,
上海外国语大学贤达经济人文学院,西北民族大学学报(哲学社会科学版),-99,南核,
上海外国语大学贤达经济人文学院,西藏民族大学学报(哲学社会科学版),-99,南核,
上海外国语大学贤达经济人文学院,原生态民族文化学刊,-99,南核,
上海外国语大学贤达经济人文学院,俄罗斯文艺,-99,南核,
上海外国语大学贤达经济人文学院,西藏研究,-99,南核,
上海外国语大学贤达经济人文学院,华文教学与研究,-99,南核,
上海外国语大学贤达经济人文学院,当代外语研究,2,南核,
上海外国语大学贤达经济人文学院,古汉语研究,-99,南核,
上海外国语大学贤达经济人文学院,解放军外国语学院学报,2,南核,
上海外国语大学贤达经济人文学院,日语学习与研究,1,南核,
上海外国语大学贤达经济人文学院,外语学刊,-99,南核,
上海外国语大学贤达经济人文学院,外语研究,4,南核,
上海外国语大学贤达经济人文学院,语言与翻译,-99,南核,
上海外国语大学贤达经济人文学院,西安外国语大学学报,2,南核,
上海外国语大学贤达经济人文学院,语言战略研究,1,南核,
上海外国语大学贤达经济人文学院,中国俄语教学,-99,南核,
上海外国语大学贤达经济人文学院,编辑学刊,-99,南核,
上海外国语大学贤达经济人文学院,全球传媒学刊,-99,南核,
上海外国语大学贤达经济人文学院,传媒观察,1,南核,
上海外国语大学贤达经济人文学院,传媒,6,南核,
